episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
440,1.0,4.631414320436194,-2.1823739981836376,85.23919920927581,30.0,1.3333333333333333,12,0.0,False,True,0.32261493222790527,1,43.486743799168835,1117.933,prepare,0.0
440,2.0,4.631519024410515,-2.182678574327421,85.19227168293423,-15.0,2.6666666666666665,4,2.0,False,True,0.3219371876785032,1,43.486743799168835,1118.006,in_progress,0.0
440,3.0,4.631755575386082,-2.1672719895425137,85.43946749139822,-15.0,1.3333333333333333,3,2.0,False,True,0.35728635898818345,1,43.486743799168835,1118.086,in_progress,0.0
440,4.0,4.638381263605502,-2.1347295036486287,84.58839486744615,0.0,4.0,8,2.0,False,True,0.43313315320943035,1,43.486743799168835,1118.146,in_progress,0.0
440,5.0,4.647908585516035,-2.0935848830905566,83.20821791589502,30.0,2.6666666666666665,13,2.0,False,True,0.5292506329045844,1,43.486743799168835,1118.214,in_progress,0.0
440,6.0,4.654897033585107,-2.0401673455500537,82.96140475264824,-15.0,2.6666666666666665,4,2.0,False,True,0.6532257533217628,1,43.486743799168835,1118.266,in_progress,0.0
440,7.0,4.666556231817125,-1.9687784579349938,82.25602674967814,0.0,2.6666666666666665,7,2.0,False,True,0.8191640134023483,1,43.486743799168835,1118.341,in_progress,0.0
440,8.0,4.682632679266767,-1.8852520014345053,81.2539024482064,0.0,2.6666666666666665,7,2.0,False,True,1.0138329328436941,2,43.486743799168835,1118.411,in_progress,0.0
440,9.0,4.6983944089756235,-1.795079376644025,80.83596925553235,-15.0,2.6666666666666665,4,2.0,False,True,1.2232421026579965,2,43.486743799168835,1118.475,in_progress,0.0
440,10.0,4.723994612747667,-1.676213838559963,79.46134448866648,-15.0,1.3333333333333333,3,2.0,False,True,1.5006604280733642,3,43.486743799168835,1118.516,in_progress,0.0
440,11.0,4.753443031640861,-1.5670027912240627,77.61318957591018,30.0,2.6666666666666665,13,2.0,False,True,1.7561592869285751,3,43.486743799168835,1118.621,in_progress,0.0
440,12.0,4.792565525026771,-1.4346124756842753,75.75187068949279,30.0,2.6666666666666665,13,2.0,False,True,2.0670257933781415,4,43.486743799168835,1118.68,in_progress,0.0
440,13.0,4.819613624958659,-1.3243028909185142,75.92013615871205,-15.0,4.0,5,1.5,False,True,2.3252282059430005,4,43.486743799168835,1118.75,in_progress,0.0
440,14.0,4.851930005882515,-1.175638185468248,76.80434059600522,-30.0,2.6666666666666665,1,1.5,False,True,2.672129993881817,5,43.486743799168835,1118.822,in_progress,0.0
440,15.0,4.891725003127083,-1.0263704725155571,75.77933169931929,30.0,4.0,14,1.5,False,True,3.0222408066419537,5,43.486743799168835,1118.883,in_progress,0.0
440,16.0,4.951660869752318,-0.8571980021054295,72.00162884273232,0.0,2.6666666666666665,7,1.5,False,True,3.421585305551325,6,43.486743799168835,1118.943,in_progress,0.0
440,17.0,5.007057382405658,-0.7021791904832146,69.87867414447568,15.0,1.3333333333333333,9,1.5,False,True,3.7871923737450195,7,43.486743799168835,1119.015,in_progress,0.0
440,18.0,5.061990840533798,-0.5374468486095194,70.23965266018163,-30.0,1.3333333333333333,0,1.1,False,True,4.174434909089614,7,43.486743799168835,1119.083,in_progress,0.0
440,19.0,5.113007948287648,-0.38364532178234256,71.11343094336338,30.0,1.3333333333333333,12,1.1,False,True,4.536634683272415,8,43.486743799168835,1119.14,in_progress,0.0
440,20.0,5.15624681312722,-0.25205858019445426,71.45247250772165,15.0,1.3333333333333333,9,1.1,False,True,4.846228700005051,8,43.486743799168835,1119.212,in_progress,0.0
440,21.0,5.190372651770145,-0.1350964714643084,72.43283901589746,15.0,1.3333333333333333,9,1.1,False,True,5.120765310481861,9,43.486743799168835,1119.27,in_progress,0.0
440,22.0,5.2171988750296645,-0.02570632302224271,74.03395808647353,15.0,2.6666666666666665,10,1.1,False,True,5.37790842730352,9,43.486743799168835,1119.343,in_progress,0.0
440,23.0,5.23809158556176,0.09605442962760166,76.8224532423197,30.0,4.0,14,1.1,False,True,5.660956966865354,10,43.486743799168835,1119.418,in_progress,0.0
440,24.0,5.25110300867585,0.2352141846904284,80.77163352429528,-30.0,2.6666666666666665,1,1.1,False,True,5.983424971717423,10,43.486743799168835,1119.484,in_progress,0.0
440,25.0,5.250343996822945,0.3746204449346979,85.99667554691862,-30.0,2.6666666666666665,1,1.1,False,True,6.302675558376524,11,43.486743799168835,1119.547,in_progress,0.0
440,26.0,5.245979849434665,0.5218196925430403,89.54136183873153,0.0,2.6666666666666665,7,1.1,False,True,6.6376406664669165,11,43.486743799168835,1119.618,in_progress,0.0
440,27.0,5.241465026146229,0.6879200297888571,90.89174361854647,-30.0,2.6666666666666665,1,1.1,False,True,7.016800282864143,12,43.486743799168835,1119.682,in_progress,0.0
440,28.0,5.240415910719895,0.8564106494621304,90.51052276647657,30.0,4.0,14,1.1,False,True,7.402711868107718,13,43.486743799168835,1119.744,in_progress,0.0
440,29.0,5.244190902709798,1.017899343513281,89.527961325137,30.0,4.0,14,1.1,False,True,7.773501407137305,13,43.486743799168835,1119.81,in_progress,0.0
440,30.0,5.240971605098533,1.212200265689283,90.54504393192032,30.0,4.0,14,1.1,False,True,8.219525574306095,14,43.486743799168835,1119.882,in_progress,0.0
