episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
100,1.0,4.631422023458306,-2.182421171771045,85.22727418226104,15.0,4.0,11,0.0,False,True,0.32250832042370314,1,43.486743799168835,239.603,prepare,0.0
100,2.0,4.631519024410488,-2.182678574327748,85.19227168293423,15.0,1.3333333333333333,9,2.0,False,True,0.32193718767850293,1,43.486743799168835,239.67,in_progress,0.0
100,3.0,4.63257646736148,-2.176558110980105,85.02921055725979,15.0,2.6666666666666665,10,2.0,False,True,0.33616578936654107,1,43.486743799168835,239.731,in_progress,0.0
100,4.0,4.632054108003579,-2.158390568441354,85.53273323175377,0.0,4.0,8,2.0,False,True,0.377695321122525,1,43.486743799168835,239.787,in_progress,0.0
100,5.0,4.631926522491133,-2.1243859006272654,86.18886762683904,0.0,1.3333333333333333,6,2.0,False,True,0.45559108510771623,1,43.486743799168835,239.856,in_progress,0.0
100,6.0,4.63008664187129,-2.075040759140834,87.5558393655926,15.0,4.0,11,2.0,False,True,0.568308927160224,1,43.486743799168835,239.923,in_progress,0.0
100,7.0,4.629201087789406,-2.019352323475509,88.17411624657787,15.0,2.6666666666666665,10,2.0,False,True,0.6954219105345454,1,43.486743799168835,239.991,in_progress,0.0
100,8.0,4.622234802619752,-1.945591158886903,90.1596430546217,-30.0,1.3333333333333333,0,2.0,False,True,0.8628314557811468,1,43.486743799168835,240.06,in_progress,0.0
100,9.0,4.612520675367971,-1.8639589835305153,92.17768800705319,15.0,2.6666666666666665,10,2.0,False,True,1.0476789453197437,2,43.486743799168835,240.127,in_progress,0.0
100,10.0,4.600775097056897,-1.7719926801501118,93.97998322857985,15.0,4.0,11,2.0,False,True,1.2566279967062444,2,43.486743799168835,240.19,in_progress,0.0
100,11.0,4.580945221205893,-1.6656398533430505,96.63059378551073,30.0,1.3333333333333333,12,2.0,False,True,1.4963054580924953,3,43.486743799168835,240.271,in_progress,0.0
100,12.0,4.540376473620626,-1.5464950393285,102.6454014111594,15.0,1.3333333333333333,9,1.5,False,True,1.7623999984244576,3,43.486743799168835,240.313,in_progress,0.0
100,13.0,4.498149388978065,-1.4575993315329008,107.39801973211051,-30.0,4.0,2,1.5,False,True,1.958034815609386,3,43.486743799168835,240.401,in_progress,0.0
100,14.0,4.454697468045436,-1.3728574737745618,110.90667334230058,0.0,4.0,8,1.5,False,True,2.1439164615149857,4,43.486743799168835,240.475,in_progress,0.0
100,15.0,4.397085837178732,-1.2669778334667074,114.23659434939334,15.0,4.0,11,1.1,False,True,2.3748471272010163,4,43.486743799168835,240.53,in_progress,0.0
100,16.0,4.32454699512657,-1.1529214625729052,118.21415338662653,-30.0,1.3333333333333333,0,1.1,False,True,2.622163684707731,5,43.486743799168835,240.593,in_progress,0.0
100,17.0,4.24533382320267,-1.0425165252965247,122.00286961390127,0.0,1.3333333333333333,6,1.1,False,True,2.8598222326357807,5,43.486743799168835,240.67,in_progress,0.0
100,18.0,4.171710798603019,-0.9457297455590693,124.25557339285442,-15.0,1.3333333333333333,3,0.001,False,False,3.0660093870983824,5,43.486743799168835,240.729,in_progress,0.0
