episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,4.6316975729058605,-2.1824960975574106,85.14611035881428,30.0,4.0,14,0.0,False,True,0.32238973774807295,1,43.486743799168835,60.087,prepare,0.0
20,2.0,4.631519024410482,-2.182678574327825,85.19227168293429,0.0,2.6666666666666665,7,2.0,False,True,0.3219371876785033,1,43.486743799168835,60.165,in_progress,0.0
20,3.0,4.633935771367865,-2.173331237937039,84.83701673010027,-30.0,4.0,2,2.0,False,True,0.3438220209824476,1,43.486743799168835,60.227,in_progress,0.0
20,4.0,4.6378819515220755,-2.1522456774757615,84.31027204081074,-30.0,2.6666666666666665,1,2.0,False,True,0.39289929980690297,1,43.486743799168835,60.288,in_progress,0.0
20,5.0,4.65075472445712,-2.117362964651589,82.08416632591975,15.0,1.3333333333333333,9,2.0,False,True,0.47531263590294287,1,43.486743799168835,60.356,in_progress,0.0
20,6.0,4.6694210587061775,-2.0707084591681313,79.25545434112196,-15.0,4.0,5,2.0,False,True,0.5863841832311922,1,43.486743799168835,60.424,in_progress,0.0
20,7.0,4.696593024208082,-2.0071528750145253,75.85430995624625,0.0,2.6666666666666665,7,2.0,False,True,0.7376851655229266,1,43.486743799168835,60.481,in_progress,0.0
20,8.0,4.727627269364002,-1.9484917174217624,71.93557650289537,30.0,4.0,14,2.0,False,True,0.8786006584516906,2,43.486743799168835,60.565,in_progress,0.0
20,9.0,4.775765773204139,-1.8522695414722796,68.56164004162204,-15.0,2.6666666666666665,4,1.5,False,True,1.1091566136989712,2,43.486743799168835,60.624,in_progress,0.0
20,10.0,4.816870737733083,-1.7655526892046103,67.00747848060091,15.0,1.3333333333333333,9,1.5,False,True,1.3145527507073573,2,43.486743799168835,60.676,in_progress,0.0
20,11.0,4.867548610377574,-1.663645734473464,65.49505563367144,-15.0,1.3333333333333333,3,1.5,False,True,1.5581314175894276,3,43.486743799168835,60.771,in_progress,0.0
20,12.0,4.925261810838232,-1.5467189768958503,64.62068226748704,30.0,2.6666666666666665,13,1.5,False,True,1.8355061058721946,3,43.486743799168835,60.826,in_progress,0.0
20,13.0,4.960172909023696,-1.48150716153768,63.80594896987535,-15.0,1.3333333333333333,3,1.5,False,True,1.9916220051733076,3,43.486743799168835,60.893,in_progress,0.0
20,14.0,5.007617357529271,-1.3883643598105968,63.4641170238453,-30.0,2.6666666666666665,1,1.1,False,True,2.2141413888498787,4,43.486743799168835,60.95,in_progress,0.0
20,15.0,5.0688622511457435,-1.2851060316294323,61.58825128661705,30.0,4.0,14,1.1,False,True,2.463259713210833,4,43.486743799168835,61.003,in_progress,0.0
20,16.0,5.137062782139326,-1.1834627925764807,59.15933485534616,15.0,4.0,11,1.1,False,True,2.70935809327504,5,43.486743799168835,61.101,in_progress,0.0
20,17.0,5.219837291284654,-1.0612038397378463,57.374246581781655,30.0,4.0,14,1.1,False,True,3.006682575891635,5,43.486743799168835,61.151,in_progress,0.0
20,18.0,5.296693424262825,-0.9388216332612785,57.624927489187975,15.0,1.3333333333333333,9,0.001,False,False,3.302134677518282,6,43.486743799168835,61.226,in_progress,0.0
20,19.0,5.380189715442018,-0.7805487581891486,60.5928045008513,-15.0,2.6666666666666665,4,0.001,False,False,3.680056456359939,6,43.486743799168835,61.279,in_progress,0.0
20,20.0,5.445089678375457,-0.6546012050743393,61.5797295903876,0.0,2.6666666666666665,7,0.001,False,False,3.9812443689370696,7,43.486743799168835,61.363,in_progress,0.0
20,21.0,5.524161817952429,-0.49941576102187324,62.38817778023029,-15.0,2.6666666666666665,4,0.001,True,False,4.349899007886435,8,43.486743799168835,61.434,off_track,0.0
21,1.0,4.816729564420551,-0.01610103622872333,85.24421299140288,15.0,1.3333333333333333,9,0.0,False,True,0.322285609313043,9,43.486743799168835,61.544,prepare,0.0
21,2.0,4.816638299144721,-0.016245428905994258,85.24827970682543,0.0,1.3333333333333333,6,2.0,False,True,0.3219370608445016,9,43.486743799168835,61.613,in_progress,0.0
21,3.0,4.819767089431802,0.0044339145849566775,84.89766998053625,15.0,1.3333333333333333,9,2.0,False,True,0.3699275269012169,9,43.486743799168835,61.678,in_progress,0.0
21,4.0,4.82029449232792,0.03423360719684011,85.42722208108083,15.0,1.3333333333333333,9,2.0,False,True,0.43831176369245817,9,43.486743799168835,61.744,in_progress,0.0
21,5.0,4.822119807965782,0.09031621969404621,86.02138341604575,0.0,2.6666666666666665,7,2.0,False,True,0.5671713896959446,10,43.486743799168835,61.839,in_progress,0.0
21,6.0,4.82475435495407,0.14718007754563317,86.3385608489487,0.0,2.6666666666666665,7,2.0,False,True,0.6979780062900419,10,43.486743799168835,61.884,in_progress,0.0
21,7.0,4.829032453028858,0.22742941577264802,86.5498709210572,0.0,1.3333333333333333,6,2.0,False,True,0.8826661677993675,10,43.486743799168835,61.958,in_progress,0.0
21,8.0,4.832803910680064,0.30222325251112137,86.7171317321539,0.0,4.0,8,2.0,False,True,1.054770524910327,10,43.486743799168835,62.027,in_progress,0.0
