Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
68,3.0,0.0,0.0,205.0,8.0,24.0,1520.0,0.0,30.504000000000012,0.0,0.0,379.2756016254425,,,,,,,,,,,,,,,,,,,,,3.477559679508738,2.0241551590438602,5.92457684950257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,225.0,9.0,20.0,1540.0,0.0,22.905000000000012,0.0,0.0,381.7072949409485,,,,,,,,,,,,,,,,,,,,,3.0391644068042805,2.1862508432818752,5.869341779949784,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,248.0,10.0,23.0,1563.0,0.0,30.30400000000001,0.0,0.0,384.0887894630432,,,,,,,,,,,,,,,,,,,,,3.6015697280679797,2.109070911886646,5.944551193043909,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,284.0,11.0,36.0,1599.0,0.0,53.50200000000001,0.0,0.0,387.7391359806061,,,,,,,,,,,,,,,,,,,,,4.228859832101926,1.6253805453210264,5.983887894215062,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,309.0,12.0,25.0,1624.0,0.0,29.006000000000014,0.0,0.0,390.7018494606018,,,,,,,,,,,,,,,,,,,,,3.1592026541764393,2.1789000304016923,5.9218178485393915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,325.0,13.0,16.0,1640.0,0.0,19.40300000000001,0.0,0.0,392.48876667022705,,,,,,,,,,,,,,,,,,,,,3.1505614303943377,2.0315766548152,5.785965505984949,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,342.0,14.0,17.0,1657.0,0.0,20.90300000000001,0.0,0.0,394.2866508960724,,,,,,,,,,,,,,,,,,,,,3.2275483412672274,2.0069345506003358,5.809819996313165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,357.0,15.0,15.0,1672.0,0.0,18.303000000000008,0.0,0.0,396.03600096702576,,,,,,,,,,,,,,,,,,,,,3.142150843751225,2.076770297608522,5.773395631682054,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,372.0,16.0,15.0,1687.0,0.0,18.303000000000008,0.0,0.0,397.67947483062744,,,,,,,,,,,,,,,,,,,,,3.142150843751225,2.076770297608522,5.773395631682054,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,397.0,17.0,25.0,1712.0,0.0,36.70399999999999,0.0,0.0,400.3058090209961,,,,,,,,,,,,,,,,,,,,,4.077874626769135,2.231254559853592,5.982890247178997,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,413.0,18.0,16.0,1728.0,0.0,20.303000000000008,0.0,0.0,402.13043332099915,,,,,,,,,,,,,,,,,,,,,3.3140679330671716,2.1153747961463365,5.845081490700249,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,429.0,19.0,16.0,1744.0,0.0,20.703000000000007,0.0,0.0,403.9045498371124,,,,,,,,,,,,,,,,,,,,,3.388062358016509,2.1217975386726375,5.855393138092546,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,453.0,20.0,24.0,1768.0,0.0,28.406000000000013,0.0,0.0,406.6315379142761,,,,,,,,,,,,,,,,,,,,,3.2149755702047194,2.268305104647375,5.940074825363597,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,41.0,1.0,41.0,1809.0,0.0,58.302000000000014,0.0,0.0,494.1996681690216,,,,,,,,,,,,,,,,,,,,,4.064109743931939,1.4252241850894631,5.970116888501189,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,84.0,2.0,43.0,1852.0,0.0,57.806,0.0,0.0,498.3841187953949,,,,,,,,,,,,,,,,,,,,,3.8403897479489504,1.7108249590878333,5.975169854442708,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,117.0,3.0,33.0,1885.0,0.0,49.103,0.0,0.0,501.8176066875458,,,,,,,,,,,,,,,,,,,,,4.214131856069784,1.8719919391962456,5.985351753552749,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,140.0,4.0,23.0,1908.0,0.0,30.50300000000001,0.0,0.0,504.29392170906067,,,,,,,,,,,,,,,,,,,,,3.6336725012620312,1.8065833804917817,5.8372062271845735,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,182.0,5.0,42.0,1950.0,0.0,63.30599999999999,0.0,0.0,508.60924673080444,,,,,,,,,,,,,,,,,,,,,4.32349705706264,2.1454180289866835,5.987932264528718,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,228.0,6.0,46.0,1996.0,0.0,75.203,0.0,0.0,513.3879549503326,,,,,,,,,,,,,,,,,,,,,4.721899761173437,1.6456296454461279,5.987365900430464,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,257.0,7.0,29.0,2025.0,0.0,43.803999999999995,0.0,0.0,516.3358550071716,,,,,,,,,,,,,,,,,,,,,4.248255860278755,2.1740402070754485,5.986603128669158,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,282.0,8.0,25.0,2050.0,0.0,37.803,0.0,0.0,518.8425159454346,,,,,,,,,,,,,,,,,,,,,4.209474184686967,2.097130012751264,5.983214200380175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,298.0,9.0,16.0,2066.0,0.0,19.803000000000008,0.0,0.0,520.5696892738342,,,,,,,,,,,,,,,,,,,,,3.2241266330209717,2.0505442735458694,5.801448460027437,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,328.0,10.0,30.0,2096.0,0.0,44.70499999999999,0.0,0.0,523.7219271659851,,,,,,,,,,,,,,,,,,,,,4.1965493054941625,2.2745639919918843,5.987013948517206,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,355.0,11.0,27.0,2123.0,0.0,33.50599999999999,0.0,0.0,526.6410393714905,,,,,,,,,,,,,,,,,,,,,3.421955409341567,2.2625337299112216,5.967242284080826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,374.0,12.0,19.0,2142.0,0.0,25.803000000000008,0.0,0.0,528.7106153964996,,,,,,,,,,,,,,,,,,,,,3.6513430597885836,2.1203439977170624,5.93290800390853,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,392.0,13.0,18.0,2160.0,0.0,20.90400000000001,0.0,0.0,530.6421616077423,,,,,,,,,,,,,,,,,,,,,3.048406323544972,2.085598823863828,5.809821494574827,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,421.0,14.0,29.0,2189.0,0.0,42.202999999999996,0.0,0.0,533.7689769268036,,,,,,,,,,,,,,,,,,,,,4.084083770282513,1.7987596495139881,5.962188767694689,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,436.0,15.0,15.0,2204.0,0.0,20.302000000000007,0.0,0.0,535.6766891479492,,,,,,,,,,,,,,,,,,,,,3.5348064935274692,1.9983131273688703,5.8450781128592055,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,451.0,16.0,15.0,2219.0,0.0,20.203000000000007,0.0,0.0,537.3392634391785,,,,,,,,,,,,,,,,,,,,,3.5151462363431225,2.010778121100762,5.843946099074198,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,478.0,17.0,27.0,2246.0,0.0,32.605999999999995,0.0,0.0,540.2402868270874,,,,,,,,,,,,,,,,,,,,,3.3226436980304217,2.210986897773093,5.957306701209456,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,509.0,18.0,31.0,2277.0,0.0,44.104,0.0,0.0,543.5571348667145,,,,,,,,,,,,,,,,,,,,,4.003498203431345,1.83986622766498,5.9784550353773875,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,526.0,19.0,17.0,2294.0,0.0,21.303000000000008,0.0,0.0,545.3219380378723,,,,,,,,,,,,,,,,,,,,,3.2971901529842516,2.0200843662601646,5.820131643705462,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,585.0,20.0,59.0,2353.0,0.0,68.51400000000001,0.0,0.0,551.2130489349365,,,,,,,,,,,,,,,,,,,,,3.3425787101721163,1.973235044957694,5.9634948853093706,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,21.0,1.0,21.0,2374.0,0.0,27.80400000000001,0.0,0.0,659.3057806491852,,,,,,,,,,,,,,,,,,,,,3.5877185001316243,2.2248253629614774,5.951317173202006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,47.0,2.0,26.0,2400.0,0.0,32.40599999999999,0.0,0.0,661.9745659828186,,,,,,,,,,,,,,,,,,,,,3.4269241883240538,2.299077338343948,5.966755829238976,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,68.0,3.0,21.0,2421.0,0.0,23.80600000000001,0.0,0.0,664.2383069992065,,,,,,,,,,,,,,,,,,,,,3.0206276498017828,2.3072163719442416,5.905269378140071,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,87.0,4.0,19.0,2440.0,0.0,28.103000000000005,0.0,0.0,666.2320713996887,,,,,,,,,,,,,,,,,,,,,4.011520835704103,2.1945231527751052,5.965174130485805,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,113.0,5.0,26.0,2466.0,0.0,33.004999999999995,0.0,0.0,668.953387260437,,,,,,,,,,,,,,,,,,,,,3.496315244277463,2.160870489426651,5.958657799002874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,141.0,6.0,28.0,2494.0,0.0,43.803,0.0,0.0,671.8958148956299,,,,,,,,,,,,,,,,,,,,,4.3998723556735415,2.056336068406839,5.986603111537311,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,180.0,7.0,39.0,2533.0,0.0,61.202999999999996,0.0,0.0,675.9978740215302,,,,,,,,,,,,,,,,,,,,,4.495493127504299,1.688525950347662,5.9625087274864805,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,200.0,8.0,20.0,2553.0,0.0,28.303000000000008,0.0,0.0,678.0576303005219,,,,,,,,,,,,,,,,,,,,,3.8412350409444955,2.162459636547364,5.959901177057168,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,221.0,9.0,21.0,2574.0,0.0,26.40400000000001,0.0,0.0,680.1799728870392,,,,,,,,,,,,,,,,,,,,,3.3903493561638167,2.1241582346029975,5.916027775223414,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,251.0,10.0,30.0,2604.0,0.0,41.504999999999995,0.0,0.0,683.2373721599579,,,,,,,,,,,,,,,,,,,,,3.877324309939183,2.209706691019125,5.983935319124069,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,279.0,11.0,28.0,2632.0,0.0,42.702,0.0,0.0,686.2311143875122,,,,,,,,,,,,,,,,,,,,,4.283884224650647,1.656743561095182,5.949901998997102,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,301.0,12.0,22.0,2654.0,0.0,30.40300000000001,0.0,0.0,688.4981634616852,,,,,,,,,,,,,,,,,,,,,3.77805400128229,2.0569565323153145,5.956089419549588,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,317.0,13.0,16.0,2670.0,0.0,17.804000000000006,0.0,0.0,690.2861406803131,,,,,,,,,,,,,,,,,,,,,2.8578281862574975,2.0734757005933475,5.707883948452809,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,339.0,14.0,22.0,2692.0,0.0,28.40400000000001,0.0,0.0,692.7233548164368,,,,,,,,,,,,,,,,,,,,,3.5069739134230513,2.1423515818586005,5.940074498298794,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,353.0,15.0,14.0,2706.0,0.0,18.203000000000007,0.0,0.0,694.3457107543945,,,,,,,,,,,,,,,,,,,,,3.345366103083102,1.978231644128584,5.771690839450746,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,371.0,16.0,18.0,2724.0,0.0,24.303000000000008,0.0,0.0,696.2933809757233,,,,,,,,,,,,,,,,,,,,,3.6053058587729274,2.155088445500048,5.92462096568904,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,398.0,17.0,27.0,2751.0,0.0,32.50599999999999,0.0,0.0,699.0292415618896,,,,,,,,,,,,,,,,,,,,,3.3121222893670508,2.1760252606280703,5.945768278386368,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,427.0,18.0,29.0,2780.0,0.0,49.202,0.0,0.0,701.9191842079163,,,,,,,,,,,,,,,,,,,,,4.805506011743407,1.8552266531642974,5.987674093583135,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,446.0,19.0,19.0,2799.0,0.0,22.40400000000001,0.0,0.0,703.9170436859131,,,,,,,,,,,,,,,,,,,,,3.123222852943049,2.061651093446942,5.825708084714023,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,469.0,20.0,23.0,2822.0,0.0,29.504000000000012,0.0,0.0,706.3807365894318,,,,,,,,,,,,,,,,,,,,,3.4976253335767824,2.103606279486669,5.941171323267342,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,30.0,1.0,30.0,2852.0,0.0,41.504999999999995,0.0,0.0,793.3603925704956,,,,,,,,,,,,,,,,,,,,,3.877324309939183,2.209706691019125,5.983935319124069,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,54.0,2.0,24.0,2876.0,0.0,30.405000000000012,0.0,0.0,795.8220956325531,,,,,,,,,,,,,,,,,,,,,3.463465650742355,2.2287397342961777,5.956089746614391,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,85.0,3.0,31.0,2907.0,0.0,51.202999999999996,0.0,0.0,798.880425453186,,,,,,,,,,,,,,,,,,,,,4.688727003635379,1.9988506127573438,5.987790953925302,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,119.0,4.0,34.0,2941.0,0.0,38.80800000000001,0.0,0.0,802.388623714447,,,,,,,,,,,,,,,,,,,,,3.190965151032846,1.8224222751773635,5.797238104931527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,144.0,5.0,25.0,2966.0,0.0,36.903,0.0,0.0,805.1723494529724,,,,,,,,,,,,,,,,,,,,,4.101800672160101,2.084467292719745,5.9811261429518785,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,174.0,6.0,30.0,2996.0,0.0,45.303999999999995,0.0,0.0,808.2655637264252,,,,,,,,,,,,,,,,,,,,,4.256341632372598,2.1439075259757625,5.986745402218838,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,193.0,7.0,19.0,3015.0,0.0,23.80400000000001,0.0,0.0,810.2736325263977,,,,,,,,,,,,,,,,,,,,,3.338273373274188,2.1963599324338987,5.905268270978197,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,220.0,8.0,27.0,3042.0,0.0,44.102999999999994,0.0,0.0,813.146267414093,,,,,,,,,,,,,,,,,,,,,4.596071008432511,2.048989904471181,5.987139495251143,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,292.0,9.0,72.0,3114.0,0.0,77.31899999999999,0.0,0.0,820.5459020137787,,,,,,,,,,,,,,,,,,,,,3.105688054395129,2.0095564088643765,5.937048913566617,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,324.0,10.0,32.0,3146.0,0.0,44.803000000000004,0.0,0.0,823.9320244789124,,,,,,,,,,,,,,,,,,,,,3.944687254834518,1.7143147367238138,5.956818576073108,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,349.0,11.0,25.0,3171.0,0.0,36.702999999999996,0.0,0.0,826.6071643829346,,,,,,,,,,,,,,,,,,,,,4.079468592203721,1.9242839031926577,5.950629131606692,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,366.0,12.0,17.0,3188.0,0.0,23.203000000000007,0.0,0.0,828.5534343719482,,,,,,,,,,,,,,,,,,,,,3.6240880317386233,2.187841270908755,5.919045522522746,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,381.0,13.0,15.0,3203.0,0.0,18.703000000000007,0.0,0.0,830.2913975715637,,,,,,,,,,,,,,,,,,,,,3.220620393219634,2.089350085734405,5.788878585724542,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,413.0,14.0,32.0,3235.0,0.0,39.70700000000001,0.0,0.0,833.5725088119507,,,,,,,,,,,,,,,,,,,,,3.4679820844659277,1.811343108102107,5.954620118380028,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,430.0,15.0,17.0,3252.0,0.0,21.803000000000008,0.0,0.0,835.4341108798981,,,,,,,,,,,,,,,,,,,,,3.3818407883218513,2.0846125326261604,5.863764674378274,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,447.0,16.0,17.0,3269.0,0.0,21.803000000000008,0.0,0.0,837.3637447357178,,,,,,,,,,,,,,,,,,,,,3.3818407883218513,2.0846125326261604,5.863764674378274,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,478.0,17.0,31.0,3300.0,0.0,39.00699999999999,0.0,0.0,840.4998738765717,,,,,,,,,,,,,,,,,,,,,3.5111863907764462,2.301745464315671,5.979348965859294,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,503.0,18.0,25.0,3325.0,0.0,40.102999999999994,0.0,0.0,843.0809011459351,,,,,,,,,,,,,,,,,,,,,4.484773713143577,2.089765763046523,5.986029938161454,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,522.0,19.0,19.0,3344.0,0.0,23.80400000000001,0.0,0.0,845.1231651306152,,,,,,,,,,,,,,,,,,,,,3.338273373274188,2.1963599324338987,5.905268270978197,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,551.0,20.0,29.0,3373.0,0.0,44.302,0.0,0.0,848.1723253726959,,,,,,,,,,,,,,,,,,,,,4.30076946506868,1.674509154360302,5.962599900226285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,19.0,1.0,19.0,3392.0,0.0,23.80400000000001,0.0,0.0,945.1084043979645,,,,,,,,,,,,,,,,,,,,,3.338273373274188,2.1963599324338987,5.905268270978197,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,76.0,2.0,57.0,3449.0,0.0,83.207,0.0,0.0,950.6301712989807,,,,,,,,,,,,,,,,,,,,,4.231455826294141,1.7115903454093193,5.9711603022214685,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,125.0,3.0,49.0,3498.0,0.0,74.903,0.0,0.0,955.5359008312225,,,,,,,,,,,,,,,,,,,,,4.414515315991274,1.5765933879288376,5.985810897579616,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,174.0,4.0,49.0,3547.0,0.0,71.60300000000001,0.0,0.0,960.3122067451477,,,,,,,,,,,,,,,,,,,,,4.216897878479503,1.4937854593148063,5.931668289449142,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,196.0,5.0,22.0,3569.0,0.0,30.30400000000001,0.0,0.0,962.8469533920288,,,,,,,,,,,,,,,,,,,,,3.7637838348135215,2.262919944872776,5.969294478690958,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,216.0,6.0,20.0,3589.0,0.0,27.803000000000008,0.0,0.0,964.9421672821045,,,,,,,,,,,,,,,,,,,,,3.7669547539282364,2.1266332324689405,5.951316730603081,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,254.0,7.0,38.0,3627.0,0.0,66.80199999999999,0.0,0.0,968.8820507526398,,,,,,,,,,,,,,,,,,,,,5.054048254540732,1.7220001184149571,5.988014035136556,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,273.0,8.0,19.0,3646.0,0.0,22.90400000000001,0.0,0.0,970.9809658527374,,,,,,,,,,,,,,,,,,,,,3.198962895087217,2.126136279315554,5.869341115386835,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,296.0,9.0,23.0,3669.0,0.0,31.90300000000001,0.0,0.0,973.6488049030304,,,,,,,,,,,,,,,,,,,,,3.8089322385418662,2.021479251993143,5.958171106965939,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,324.0,10.0,28.0,3697.0,0.0,40.403999999999996,0.0,0.0,976.5664961338043,,,,,,,,,,,,,,,,,,,,,4.036551758541269,2.1518226773329427,5.983839592119269,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,343.0,11.0,19.0,3716.0,0.0,25.803000000000008,0.0,0.0,978.5978333950043,,,,,,,,,,,,,,,,,,,,,3.6513430597885836,2.1203439977170624,5.93290800390853,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,360.0,12.0,17.0,3733.0,0.0,20.90300000000001,0.0,0.0,980.4446287155151,,,,,,,,,,,,,,,,,,,,,3.2275483412672274,2.0069345506003358,5.809819996313165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,378.0,13.0,18.0,3751.0,0.0,20.90400000000001,0.0,0.0,982.3459522724152,,,,,,,,,,,,,,,,,,,,,3.048406323544972,2.085598823863828,5.809821494574827,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,395.0,14.0,17.0,3768.0,0.0,21.803000000000008,0.0,0.0,984.411374092102,,,,,,,,,,,,,,,,,,,,,3.3818407883218513,2.0846125326261604,5.863764674378274,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,412.0,15.0,17.0,3785.0,0.0,22.303000000000008,0.0,0.0,986.2046799659729,,,,,,,,,,,,,,,,,,,,,3.467629876162575,2.1404217179180036,5.892824272806366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,435.0,16.0,23.0,3808.0,0.0,28.005000000000013,0.0,0.0,988.6836783885956,,,,,,,,,,,,,,,,,,,,,3.3027330597724687,2.2027129352972037,5.937028548431091,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,466.0,17.0,31.0,3839.0,0.0,44.904999999999994,0.0,0.0,991.8570599555969,,,,,,,,,,,,,,,,,,,,,4.080507821528748,2.2461765462395524,5.986666882854355,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,495.0,18.0,29.0,3868.0,0.0,45.803,0.0,0.0,994.7886402606964,,,,,,,,,,,,,,,,,,,,,4.4547264397641335,1.9978355608819074,5.984632615598936,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,517.0,19.0,22.0,3890.0,0.0,26.405000000000012,0.0,0.0,997.1066651344299,,,,,,,,,,,,,,,,,,,,,3.2363786409071333,2.1920032354460552,5.916028069994297,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
